product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
764,Car Polish Compound Kit,Automotive,Meguiar's,1414.05,1028.02,20.4,2.9,1114,1982,255,16.44,SKU-Z9ZGEGG4,2022-02-25,Yes,No,1 Year,SUP-4760,limited
765,4K Dual Dash Cam,Automotive,3M,304.13,205.84,13.1,1.7,6232,9056,456,21.33,SKU-F9BYI4NZ,2022-04-23,no,Yes,6 months,SUP-9433,eco
766,Engine Oil 5W30 4L,Automotive,Viofo,1619.76,1048.53,40.4,2.9,2620,5096,435,15.93,SKU-KLDWC6G4,2023-11-03,Yes,Yes,2 years,SUP-5377,sale|new
767,GPS Tracker Real-Time,Automotive,Turtle Wax,507.8,264.79,10.4,2.5,4658,4096,57,20.88,SKU-WT1VAWI2,2021-07-17,No,No,No warranty,SUP-3911,premium|limited
768,LED H4 Headlight Bulbs,Automotive,Philips,1115.93,813.15,33.2,2.5,7393,4168,384,0.98,SKU-P33GIUNW,2021-07-27,yes,,2 years,SUP-1355,new|organic|eco
769,LED H4 Headlight Bulbs,Automotive,Turtle Wax,2713.4,1915.03,19.0,2.3,2643,9845,59,21.0,SKU-QLJETHBV,2023-07-04,yes,Yes,Lifetime,SUP-4477,wireless|limited|organic
770,Car Organizer Back Seat,Automotive,Bosch,323.94,208.97,38.5,1.1,7072,7098,309,1.33,SKU-4W6C8HS2,2024-01-17,no,Yes,No warranty,SUP-7862,sale|eco|trending
771,Bluetooth OBD2 Scanner,Automotive,Philips,2171.0,1005.71,12.8,1.8,7909,6028,322,22.2,SKU-9UL59K1A,2022-06-05,YES,Yes,Lifetime,SUP-4757,sale|new|premium
772,Tyre Pressure Gauge Digital,Automotive,Michelin,2405.6$,1066.96,43.2,4.4,2706,,451,17.08,SKU-ILZR015K,2024-05-11,Yes,Yes,1 year,SUP-5710,organic|sale|limited|trending
773,Cordless Car Vacuum,Automotive,Michelin,1736.43,1059.88,3.8,4.2,5312,3414,10,18.99,SKU-XSN66RMN,2023-01-08,Yes,No,No warranty,SUP-4183,premium|wireless
774,Backup Camera Wireless,Automotive,Meguiar's,1613.96,1026.47,6.8,1.9,3602,6908,55,11.95,SKU-46QHEQKM,2022-12-18,YES,No,1 year,SUP-7429,sale|organic|clearance
775,Leather Steering Wheel Cover,Automotive,Philips,2823.14,1958.58,32.1,1.6,2901,3117,238,18.76,SKU-25582RQU,2022-03-14,Yes,Yes,6 months,SUP-8864,trending|premium|clearance
776,Car Polish Compound Kit,Automotive,Bosch,179.28,73.74,32.3,3.3,2275,548,417,10.26,SKU-O0F00MS8,2022-06-03,YES,Yes,1 year,SUP-3132,sale|wireless|organic|new
777,LED H4 Headlight Bulbs,Automotive,Philips,2261.63,1190.94,19.0,1.3,5647,9795,266,14.21,SKU-049DD5S0,2022-11-27,No,Yes,2 years,SUP-8706,organic
778,Car Organizer Back Seat,Automotive,Turtle Wax,2015.29,1411.66,37.5,3.2,1206,259,389,9.35,SKU-EO9VAXCZ,2023-12-26,Yes,,1 year,SUP-4046,sale|eco|premium
779,Cordless Car Vacuum,Automotive,Philips,206.36,145.79,23.9,2.5,2525,7938,167,11.3,SKU-IT4J0SGQ,2024-09-05,No,,2 years,SUP-5620,bestseller|organic
780,GPS Tracker Real-Time,Automotive,Garmin,2601.86,1493.25,13.6,1.8,7941,3335,480,9.19,SKU-SGFSH681,2023-04-11,Yes,Yes,Lifetime,SUP-9814,trending|clearance
781,Tyre Pressure Gauge Digital,Automotive,AutoZone,2659.15,1802.31,3.4,1.7,4538,6145,179,9.06,SKU-S55NMWHH,2024-08-19,Yes,No,Lifetime,SUP-2502,sale
782,Leather Steering Wheel Cover,Automotive,Michelin,2946.18,1356.91,41.2,1.4,4982,6061,304,11.61,SKU-49440DCL,2023-01-04,Yes,Yes,6 months,SUP-7579,trending|eco
783,LED H4 Headlight Bulbs,Automotive,Bosch,2426.36,1222.62,20.2,3.1,5502,1635,467,1.23,SKU-90MTXLQ0,2024-01-05,YES,No,2 years,SUP-5973,wireless|trending
784,Digital Tire Inflator,Automotive,Garmin,250.69,154.51,33.0,1.4,3435,1714,479,17.38,SKU-NXYDC14Z,2023-03-29,Yes,No,1 year,SUP-3023,limited|organic
785,Backup Camera Wireless,Automotive,Michelin,1146.18,706.5,35.1,4.8,249,8668,109,15.8,SKU-R2Z0AUF2,2023-09-11,yes,Yes,1 year,,
786,Car Air Freshener Set,Automotive,Turtle Wax,390.81,266.44,25.0,4.8,1185,9995,189,2.25,SKU-M63L952A,2024-12-15,Yes,No,1 Year,SUP-5719,
787,Backup Camera Wireless,Automotive,Turtle Wax,129.77,78.23,11.6,1.3,4117,9575,268,8.3,SKU-OYHDOWM2,2021-12-09,no,No,Lifetime,SUP-7240,trending|bestseller
788,Tyre Pressure Gauge Digital,Automotive,Bosch,2976.91,2023.64,39.1,3.2,74,4578,256,20.78,SKU-J16CUASH,2021-07-08,No,No,1 Year,SUP-5028,premium|trending|organic
789,Car Organizer Back Seat,Automotive,Michelin,1767.63,1253.16,43.1,2.6,1761,922,429,14.13,SKU-0E0R3JSS,2024-06-19,YES,Yes,6 Months,SUP-3732,new|organic
790,Car Polish Compound Kit,Automotive,Michelin,632.96,349.95,22.9,2.4,4384,4882,358,23.56,SKU-P6XSVOLT,2023-01-16,No,Yes,1 Year,SUP-6484,eco|bestseller
791,Emergency Road Kit,Automotive,Michelin,2101.56,1199.97,24.2,2.8,2264,1425,361,1.66,SKU-W8N57PLE,2024-03-08,Yes,No,No warranty,SUP-4670,eco|wireless|trending|limited
792,Wiper Blades Premium,Automotive,Turtle Wax,2806.42,1130.36,36.4,3.3,1692,5750,387,12.63,SKU-G4OGB1LR,2023-09-21,Yes,No,1 year,SUP-5600,premium|new
793,GPS Tracker Real-Time,Automotive,Bosch,2414.37,1704.51,43.7,2.1,6501,3342,110,22.75,SKU-TC45PI2S,2022-09-14,no,Yes,2 years,SUP-7829,
794,Backup Camera Wireless,Automotive,Michelin,148.99,76.95,9.3,4.7,6984,4897,329,14.36,SKU-DYZ3MQWY,2024-06-01,yes,Yes,6 months,SUP-6855,organic|bestseller
795,Cordless Car Vacuum,Automotive,Michelin,1253.27,596.73,27.3,2.6,5253,8388,146,7.25,SKU-OQV333C2,2023-05-24,Yes,No,No warranty,,premium|trending|wireless
796,Emergency Road Kit,Automotive,AutoZone,2279.21,1517.92,23.3,3.6,5430,,253,6.84,SKU-QM2UBAL0,2022-02-14,Yes,Yes,1 Year,SUP-8712,eco
797,Tyre Pressure Gauge Digital,Automotive,Philips,2576.49,1079.08,18.2,4.8,1974,4889,452,2.86,SKU-HVQ9XD8X,2022-12-20,no,No,Lifetime,SUP-4938,organic|clearance|new
798,Premium Seat Cover Set,Automotive,Meguiar's,1946.23,1276.59,22.0,1.4,4374,5387,458,16.24,SKU-QWLIFNNT,2024-07-19,yes,Yes,2 years,SUP-6933,limited
799,Premium Seat Cover Set,Automotive,Meguiar's,718.82,474.12,29.5,4.8,2473,7275,10,7.55,SKU-QJ39QZJ9,2023-11-06,no,No,6 months,SUP-6232,organic
800,Premium Seat Cover Set,automotive,Halfords,1827.41,979.32,0.9,2.8,5044,511,347,21.17,SKU-1PBNUXUR,2022-11-03,Yes,No,6 Months,SUP-3557,wireless|bestseller|limited
801,Mixed Nuts Roasted 500g,Grocery & Gourmet,Britannia,2387.77,1542.81,26.7,1.2,473,7445,75,3.36,SKU-TJDH231W,2021-04-26,No,,No warranty,SUP-6077,wireless|bestseller|limited
802,Flaxseeds Ground 400g,Grocery & Gourmet,Dabur,2461.45,1038.47,31.3,3.1,183,3211,370,19.2,SKU-9YX6YINW,2024-08-03,yes,No,No warranty,SUP-9415,new|limited|bestseller
803,Almond Butter Crunchy 400g,Grocery & Gourmet,True Elements,2592.63,1511.71,19.3,3.3,724,2068,354,3.25,SKU-H2CWF52C,2021-06-18,no,No,1 year,SUP-6015,clearance|premium|organic
804,Quinoa Organic 500g,Grocery & Gourmet,Nestle,332.58,144.39,34.8,3.1,6963,5613,53,5.39,SKU-7G8YFH3X,2021-06-05,Yes,Yes,6 Months,SUP-5930,clearance|trending|premium
805,Mixed Nuts Roasted 500g,Grocery & Gourmet,Mccain,804.55,338.62,4.4,1.7,1384,8875,116,22.79,SKU-AAR17QR0,2021-01-17,YES,Yes,Lifetime,SUP-8619,sale|clearance|limited
806,Coconut Oil Cold Press,  Grocery & Gourmet  ,True Elements,1639.07,1140.7,17.8,1.2,2455,1687,266,9.78,SKU-UB5YNKLO,2023-08-13,YES,Yes,Lifetime,,wireless|sale
807,Coconut Oil Cold Press,Grocery & Gourmet,Patanjali,396.41,271.55,44.9,3.8,4883,7383,359,1.37,SKU-T0NUG9FO,2021-01-17,no,Yes,2 years,SUP-2097,new|eco|wireless|bestseller
808,Organic Raw Honey 500g,Grocery & Gourmet,ITC,1369.21,927.55,23.1,1.6,6906,9887,128,5.01,SKU-9T13G4WA,2022-07-17,no,No,2 years,SUP-8864,limited|bestseller|eco
809,Almond Butter Crunchy 400g,Grocery & Gourmet,True Elements,737.41$,317.36,14.9,3.1,5200,9550,371,12.08,SKU-U7M1VD7C,2023-01-25,Yes,,No warranty,SUP-1933,trending|new|premium
810,Dates Medjool 500g,Grocery & Gourmet,Mccain,1895.43,1149.97,9.4,2.8,4576,4241,69,18.91,SKU-Q3Q5PCNI,2022-05-20,no,No,6 Months,,new|premium
811,Coconut Oil Cold Press,Grocery & Gourmet,Nestle,1024.16,689.07,13.6,2.1,4369,707,310,7.62,SKU-5P24T9N4,2024-08-05,No,No,No warranty,SUP-6896,clearance|limited|trending
812,Ghee Grass-Fed 500g,Grocery & Gourmet,Britannia,2230.82,1218.95,20.8,3.0,6473,7469,87,4.2,SKU-YHSJ9AHA,2023-02-28,No,Yes,2 years,SUP-1186,wireless|new|limited|sale
813,Ghee Grass-Fed 500g,Grocery & Gourmet,Haldiram's,1319.9,701.01,1.8,3.6,4665,9256,467,20.64,SKU-FIQG01PY,2021-05-13,Yes,Yes,2 years,SUP-7872,limited
814,70% Dark Chocolate 200g,Grocery & Gourmet,Mccain,433.58,267.03,41.8,2.0,3105,369,413,10.06,SKU-ZA48U9ZY,2021-01-04,YES,No,1 year,SUP-8170,eco|new|premium|sale
815,Cold Brew Coffee Kit,Grocery & Gourmet,Nestle,2657.91,1580.1,12.9,2.9,7758,5581,135,2.71,SKU-8W1SAGML,2021-08-11,Yes,Yes,No warranty,SUP-5959,eco|sale|clearance
816,Dates Medjool 500g,grocery & gourmet,Dabur,545.38,261.8,26.6,1.5,1002,4081,464,1.93,SKU-R6D86U87,2023-07-09,Yes,No,Lifetime,SUP-8930,bestseller|trending|premium|limited
817,Green Tea Bags 100pc,Grocery & Gourmet,Haldiram's,1734.43,881.78,5.2,1.0,1594,2994,287,13.94,SKU-AALZGRMC,2024-12-29,Yes,No,6 Months,SUP-1059,eco|premium|wireless|new
818,Almond Butter Crunchy 400g,Grocery & Gourmet,Patanjali,810.84,442.13,39.4,2.3,6059,293,409,2.49,SKU-GYUJGB5O,2023-01-18,yes,Yes,1 Year,SUP-1219,organic|clearance|new
819,Instant Ramen Premium 5pk,Grocery & Gourmet,Patanjali,2593.96,1342.25,44.0,1.6,1102,6575,258,1.93,SKU-0TSDWAN0,2023-05-29,YES,Yes,1 Year,,eco|trending
820,Chia Seeds 250g,Grocery & Gourmet,True Elements,2116.57,1564.86,20.2,1.0,2200,9426,341,21.28,SKU-1VSVDT76,2024-11-21,yes,Yes,1 Year,SUP-8268,sale|clearance
821,Apple Cider Vinegar 750ml,Grocery & Gourmet,True Elements,2433.05,1677.23,26.2,1.6,1067,5666,317,2.04,SKU-7ICKU92Q,2022-11-30,Yes,Yes,No warranty,SUP-5225,bestseller|eco|premium
822,Chia Seeds 250g,Grocery & Gourmet,Haldiram's,2712.49,1799.57,38.3,1.9,4247,704,437,3.96,SKU-6B3JTAKK,2023-06-22,YES,Yes,,,limited
823,Cold Brew Coffee Kit,Grocery & Gourmet,Dabur,2907.17,2010.75,5.7,2.0,1259,541,123,10.34,SKU-VB1ZJ396,2023-11-21,yes,No,6 months,SUP-2862,new|limited
824,Organic Raw Honey 500g,Grocery & Gourmet,Patanjali,1567.5,696.06,27.5,1.9,2703,8642,387,6.86,SKU-2FUW48XL,2022-10-11,YES,Yes,1 Year,SUP-6782,new
825,Mixed Nuts Roasted 500g,Grocery & Gourmet,Dabur,132.9,62.59,27.2,1.1,310,910,231,7.55,SKU-QC4LFSI0,2022-05-20,yes,Yes,6 months,SUP-5655,trending|limited
826,Ghee Grass-Fed 500g,Grocery & Gourmet,Britannia,806.58,483.8,28.0,2.2,1893,9413,214,14.71,SKU-J40Y52YG,2022-12-30,Yes,Yes,1 year,SUP-9371,bestseller|sale
827,70% Dark Chocolate 200g,Grocery & Gourmet,Patanjali,693.86,352.88,38.0,1.6,6210,7793,487,6.37,SKU-WTG3FIML,2021-04-23,YES,Yes,1 Year,SUP-2570,trending|eco|organic|new
828,Cold Press Extra Virgin Olive Oil,Grocery & Gourmet,Nestle,2686.61,1843.65,30.4,4.8,3221,5006,46,2.01,SKU-WNNDLS37,2024-04-12,Yes,No,1 year,SUP-6656,bestseller|premium|organic
829,Coconut Oil Cold Press,Grocery & Gourmet,Britannia,2848.43,2030.78,17.7,4.2,1422,8436,333,16.26,SKU-9OA2EO4C,2023-11-07,yes,Yes,,SUP-1012,
830,Chia Seeds 250g,Grocery & Gourmet,Dabur,1384.43,591.25,8.5,1.9,7899,6921,22,22.83,SKU-S0VDCK10,2024-08-12,Yes,No,No warranty,SUP-9592,organic
831,Cold Brew Coffee Kit,Grocery & Gourmet,Mccain,346.08,255.55,21.3,3.1,2886,1451,280,20.44,SKU-MPV9WXN9,2024-03-24,Yes,Yes,,SUP-8850,new|sale|trending|eco
832,Chia Seeds 250g,Grocery & Gourmet,Dabur,1401.0,669.88,32.6,4.1,7859,8740,123,1.29,SKU-OP51V9NX,2022-06-23,No,No,No warranty,SUP-2301,premium|sale|limited|bestseller
833,Coconut Oil Cold Press,Grocery & Gourmet,Organic India,916.44,504.86,15.8,3.4,2993,6589,116,24.92,SKU-I1S6XH7A,2021-02-20,Yes,Yes,2 years,SUP-4504,clearance|wireless|bestseller|sale
834,Rolled Oats Organic 1kg,Grocery & Gourmet,Dabur,853.1,484.71,6.9,4.4,1176,4302,350,1.49,SKU-88KLX9K9,2023-02-28,Yes,No,Lifetime,SUP-9126,bestseller|organic|clearance|trending
835,Apple Cider Vinegar 750ml,Grocery & Gourmet,Mccain,2318.48,975.62,1.3,1.3,1830,5126,90,15.4,SKU-WIAYZD9U,2023-09-28,YES,Yes,No warranty,SUP-3500,bestseller|eco|trending|premium
836,Cold Brew Coffee Kit,GROCERY & GOURMET,Patanjali,386.55,159.67,10.1,4.8,319,6099,205,18.6,SKU-Q48GCNUB,2022-02-12,Yes,No,1 year,SUP-9304,eco
837,Rolled Oats Organic 1kg,Grocery & Gourmet,Mccain,1465.95,870.28,34.7,2.9,5031,551,308,13.94,SKU-2OLRW334,2022-03-14,No,Yes,1 year,SUP-5252,premium|organic
838,Ghee Grass-Fed 500g,Grocery & Gourmet,Organic India,129.45,94.51,37.7,4.5,7482,8732,26,17.4,SKU-NNVEJE1Y,2022-09-27,Yes,Yes,2 years,SUP-2515,trending
839,Cold Brew Coffee Kit,Grocery & Gourmet,Pepsico,914.8,521.59,25.2,3.7,1731,4742,42,24.22,SKU-HCD1SD44,2023-09-12,Yes,,2 years,SUP-4792,clearance
840,Instant Ramen Premium 5pk,Grocery & Gourmet,Patanjali,828.3,345.17,45.0,2.5,819,4848,348,20.45,SKU-QHAD3M6J,2023-01-07,Yes,No,6 Months,SUP-5403,premium|sale|bestseller|trending
841,Turmeric Powder Organic 200g,GROCERY & GOURMET,Haldiram's,2827.99,1375.61,4.8,1.9,6125,4733,55,4.69,SKU-W8C4AG1Q,2021-12-30,Yes,,No warranty,SUP-7497,
842,Green Tea Bags 100pc,Grocery & Gourmet,True Elements,,638.62,13.0,1.2,3611,4761,496,13.05,SKU-QKU1W3VS,2023-03-14,Yes,,6 Months,,clearance
843,Mixed Nuts Roasted 500g,Grocery & Gourmet,Haldiram's,2722.82,1656.65,36.4,4.3,7653,605,237,13.22,SKU-D5PU139K,2021-02-06,Yes,Yes,2 years,SUP-6843,clearance|premium|bestseller|trending
844,Himalayan Pink Salt 1kg,Grocery & Gourmet,Britannia,690.29,514.25,21.6,3.7,6705,3458,382,5.89,SKU-IA7BW2VN,2022-09-20,yes,No,6 Months,SUP-8825,bestseller|trending|clearance|organic
845,Turmeric Powder Organic 200g,Grocery & Gourmet,Haldiram's,460.95,332.52,35.7,4.2,6739,5717,443,13.18,SKU-48IW5XNQ,2021-05-24,No,Yes,1 year,SUP-4289,wireless|limited|clearance|sale
846,Himalayan Pink Salt 1kg,Grocery & Gourmet,Haldiram's,359.73,234.18,17.5,2.4,3221,9624,295,15.33,SKU-7NJKHVYQ,2021-06-07,No,Yes,6 months,SUP-4781,premium|new
847,Flaxseeds Ground 400g,Grocery & Gourmet,True Elements,382.8$,264.83,29.2,2.3,5088,2844,209,24.62,SKU-AY22D1B3,2022-10-21,Yes,Yes,Lifetime,SUP-5225,new
848,Whey Protein Chocolate 1kg,Grocery & Gourmet,Mccain,912.35,675.17,37.4,3.5,6260,9186,446,10.15,SKU-EYHCXTR6,2022-12-26,Yes,Yes,2 years,,new|trending
849,Almond Butter Crunchy 400g,Grocery & Gourmet,ITC,1195.92,598.68,21.6,1.3,5158,3659,434,0.77,SKU-GJEWVPG6,2023-08-05,Yes,Yes,No warranty,SUP-4994,wireless
850,Whey Protein Chocolate 1kg,Grocery & Gourmet,Dabur,2734.97,1261.32,40.0,2.0,4777,4260,319,21.15,SKU-U4FGGW1J,2023-11-29,No,No,6 Months,SUP-9882,trending
851,Matcha Powder Premium 100g,grocery & gourmet,ITC,1687.98,958.12,37.8,2.3,2848,9729,355,16.52,SKU-Y16ZGRRV,2021-09-24,yes,No,,SUP-5365,clearance|new
852,70% Dark Chocolate 200g,Grocery & Gourmet,True Elements,1528.62,650.22,35.8,1.7,2617,,346,15.5,SKU-UR1Z82H3,2023-01-30,yes,Yes,6 Months,SUP-5175,trending|wireless|organic
853,Turmeric Powder Organic 200g,Grocery & Gourmet,Dabur,1068.66,785.73,20.8,2.7,847,2626,196,23.7,SKU-K4HBABOI,2024-02-29,Yes,No,6 Months,SUP-3282,
854,Ghee Grass-Fed 500g,Grocery & Gourmet,Mccain,2944.86,1963.85,13.1,,1506,43,251,3.39,SKU-CQAKTJYP,2024-01-18,Yes,Yes,No warranty,SUP-4429,trending|new|eco
855,Almond Butter Crunchy 400g,Grocery & Gourmet,Patanjali,1857.24,1190.53,34.6,3.8,1055,7033,459,4.36,SKU-YAP9EIB0,2023-04-02,Yes,Yes,1 year,SUP-3332,bestseller|clearance|eco
856,Dates Medjool 500g,Grocery & Gourmet,Patanjali,340.01,185.46,17.8,1.5,6883,6984,323,9.67,SKU-U0KI4JKJ,2021-01-30,YES,Yes,2 years,,premium|eco|sale
857,Instant Ramen Premium 5pk,Grocery & Gourmet,True Elements,1761.11,886.72,5.4,1.0,6702,297,344,15.27,SKU-3W9O01E4,2024-01-06,yes,Yes,1 year,SUP-3181,eco
858,Mixed Nuts Roasted 500g,Grocery & Gourmet,Britannia,2221.81,1631.09,38.3,,3314,2856,490,8.53,SKU-5HN1D613,2022-05-12,YES,No,6 Months,SUP-9819,bestseller
859,Quinoa Organic 500g,Grocery & Gourmet,Britannia,1603.27,1088.84,0.3,4.0,3857,1928,438,13.61,SKU-C543EV6N,2023-12-28,yes,Yes,2 years,,wireless|limited|clearance
860,70% Dark Chocolate 200g,Grocery & Gourmet,Haldiram's,2393.46,1144.61,31.9,,3831,6744,83,11.08,SKU-J1YDOT94,2023-04-05,no,Yes,6 months,SUP-3750,bestseller|limited
861,Quinoa Organic 500g,Grocery & Gourmet,Haldiram's,2246.26,1000.63,22.8,3.3,4228,9612,326,18.05,SKU-A9RODEI4,2023-07-28,no,No,1 Year,SUP-8643,limited|sale|bestseller
862,Whey Protein Chocolate 1kg,Grocery & Gourmet,ITC,1929.91,1409.19,38.7,3.0,4198,1718,289,19.34,SKU-JIUOIZ6A,2021-01-07,no,No,2 years,SUP-5869,clearance|premium|organic
863,Rolled Oats Organic 1kg,Grocery & Gourmet,Dabur,1922.55,1392.29,12.8,1.9,6296,7404,435,8.9,SKU-UYB2JMXS,2024-12-01,yes,No,No warranty,SUP-8031,clearance|organic|bestseller
864,Cold Brew Coffee Kit,Grocery & Gourmet,Haldiram's,2988.01,1423.27,13.8,,6889,3449,39,24.9,SKU-XDYQ8D7W,2021-10-28,yes,Yes,6 months,SUP-9758,new|bestseller
865,Instant Ramen Premium 5pk,Grocery & Gourmet,Pepsico,1023.5,751.12,15.0,4.1,5964,3068,124,2.22,SKU-9E32LFIY,2024-01-10,yes,Yes,No warranty,SUP-1878,bestseller|premium
866,Flaxseeds Ground 400g,Grocery & Gourmet,Mccain,945.32,492.17,20.3,5.0,7481,2437,28,1.07,SKU-EJH9J7MJ,2023-01-01,YES,Yes,6 months,SUP-5084,new
867,Ghee Grass-Fed 500g,Grocery & Gourmet,Dabur,465.7,327.97,40.8,3.2,1940,432,196,9.69,SKU-KUMY7NL7,2023-06-21,yes,Yes,No warranty,SUP-6453,clearance|wireless|premium|limited
868,Matcha Powder Premium 100g,Grocery & Gourmet,Patanjali,2471.32,1019.12,23.4,3.8,6756,4000,214,14.16,SKU-Z948P7A8,2021-10-13,Yes,Yes,2 years,SUP-1382,wireless|sale|limited|eco
869,Green Tea Bags 100pc,grocery & gourmet,True Elements,625.58,435.98,11.4,3.4,3744,7150,316,11.92,SKU-FEGCXY13,2023-07-03,Yes,No,No warranty,SUP-3403,bestseller|sale|clearance
870,Whey Protein Chocolate 1kg,Grocery & Gourmet,True Elements,1958.84,1088.26,12.6,2.8,443,5170,156,15.53,SKU-L0TQFTFO,2021-08-23,Yes,No,6 Months,SUP-2296,
871,Himalayan Pink Salt 1kg,Grocery & Gourmet,True Elements,815.9,442.97,38.0,2.7,5673,318,341,10.69,SKU-3JFW79GQ,2022-12-05,no,Yes,Lifetime,,wireless
872,Instant Ramen Premium 5pk,Grocery & Gourmet,Organic India,1846.39$,1061.75,20.4,4.7,4470,5018,89,10.0,SKU-CVS96YCX,2022-08-10,No,Yes,6 months,,sale|eco|limited|organic
873,Cold Brew Coffee Kit,Grocery & Gourmet,Dabur,1418.49,999.3,37.7,3.5,1182,7638,308,13.12,SKU-6519EYIN,2023-12-02,No,Yes,,SUP-2402,
874,Cold Brew Coffee Kit,Grocery & Gourmet,Haldiram's,312.8,143.79,21.6,3.6,5935,898,251,20.68,SKU-CIPTNPNZ,2023-10-04,No,Yes,6 months,SUP-2103,sale
875,Rolled Oats Organic 1kg,Grocery & Gourmet,Patanjali,450.05,284.79,25.4,1.7,6247,3762,370,17.08,SKU-GC9G6Q62,2023-01-06,No,Yes,6 Months,SUP-6468,eco|clearance|premium|new
876,Quinoa Organic 500g,Grocery & Gourmet,True Elements,,127.23,15.7,3.9,3611,4779,30,23.53,SKU-24D6GQ2W,2021-12-23,no,Yes,No warranty,SUP-8328,limited
877,Almond Butter Crunchy 400g,Grocery & Gourmet,Haldiram's,1973.61,1342.01,23.4,3.5,3202,8457,270,2.02,SKU-JWSH3MOK,2021-03-12,yes,Yes,,SUP-8155,eco|bestseller|wireless
878,Cold Press Extra Virgin Olive Oil,Grocery & Gourmet,ITC,2080.48,883.76,24.0,2.6,3475,8383,322,13.87,SKU-9LIFI3OS,2021-11-22,Yes,Yes,1 year,,new
879,Coconut Oil Cold Press,GROCERY & GOURMET,True Elements,2555.43,1287.37,37.2,4.3,4235,7934,481,19.8,SKU-5ZFC1K8J,2024-02-07,No,Yes,6 months,SUP-5061,clearance
880,Almond Butter Crunchy 400g,Grocery & Gourmet,Nestle,1376.74,791.16,24.1,4.2,2819,2360,328,20.81,SKU-GQ7P7SWV,2023-04-22,no,Yes,2 years,SUP-5226,
881,70% Dark Chocolate 200g,Grocery & Gourmet,Dabur,2751.23,1766.12,43.3,2.7,5696,7433,180,16.6,SKU-CZHNIVD4,2024-07-31,No,Yes,1 year,SUP-6725,eco
882,Cold Press Extra Virgin Olive Oil,grocery & gourmet,Haldiram's,1259.56,774.19,23.3,4.5,7928,3802,62,9.5,SKU-EEWKIHPY,2024-06-09,no,Yes,6 Months,SUP-5657,limited|bestseller|trending
883,Coconut Oil Cold Press,Grocery & Gourmet,ITC,1675.01,956.25,34.1,1.2,3236,6818,49,8.01,SKU-5M5LOIPZ,2022-04-06,Yes,No,1 year,SUP-9556,trending|new
884,Himalayan Pink Salt 1kg,Grocery & Gourmet,Pepsico,1770.05,1150.82,23.7,2.2,4397,8216,465,3.95,SKU-YTK5LBCH,2023-11-14,Yes,No,1 Year,SUP-2493,bestseller|new
885,Apple Cider Vinegar 750ml,Grocery & Gourmet,True Elements,2788.75,1846.54,24.5,1.5,7739,8873,369,16.6,SKU-MQT090FS,2024-11-18,no,Yes,1 Year,SUP-2310,limited
886,Chia Seeds 250g,Grocery & Gourmet,Haldiram's,2672.67,1231.35,42.9,1.5,6588,7420,265,16.13,SKU-1CLMMVH7,2024-04-20,no,No,6 Months,SUP-3788,sale|premium|new|limited
887,Instant Ramen Premium 5pk,Grocery & Gourmet,ITC,2370.29,1515.51,44.1,4.2,7310,7506,342,1.02,SKU-DO8T8MVW,2024-09-04,No,Yes,No warranty,SUP-7405,limited|sale|premium
888,Instant Ramen Premium 5pk,Grocery & Gourmet,Haldiram's,625.65,406.1,28.1,1.3,5650,2671,155,13.63,SKU-LT7PA46I,2023-08-14,No,Yes,Lifetime,SUP-5571,
889,Cold Press Extra Virgin Olive Oil,Grocery & Gourmet,Mccain,738.59,427.7,31.2,2.0,7744,8266,265,2.32,SKU-1FIMTB6T,2021-04-28,Yes,No,6 months,SUP-4579,bestseller|eco|limited
890,Ghee Grass-Fed 500g,Grocery & Gourmet,Organic India,2778.38,1467.08,19.4,3.5,3790,9525,351,22.45,SKU-MRUWNN6L,2023-10-05,Yes,Yes,6 Months,SUP-8259,premium|trending|bestseller
891,Chia Seeds 250g,Grocery & Gourmet,True Elements,189.8,106.02,30.1,,7999,8202,93,19.38,SKU-CXDCWGK6,2023-02-03,No,Yes,6 months,SUP-1661,clearance|limited
892,Dates Medjool 500g,Grocery & Gourmet,True Elements,174.77,120.22,16.3,4.4,1411,1500,412,4.25,SKU-95K0GH1I,2023-09-28,Yes,No,1 year,SUP-2450,eco
893,Cold Press Extra Virgin Olive Oil,Grocery & Gourmet,Patanjali,2452.81,1502.89,11.4,1.5,7462,3877,472,3.89,SKU-KATV82HK,2024-02-08,Yes,Yes,6 Months,SUP-2124,new|clearance|limited|premium
894,Green Tea Bags 100pc,grocery & gourmet,True Elements,500.45,215.3,31.3,1.8,684,3666,30,2.35,SKU-VKBW8BTT,2021-04-20,YES,Yes,2 years,SUP-2917,wireless
895,Cold Brew Coffee Kit,Grocery & Gourmet,ITC,2090.09,904.87,43.2,1.9,3531,6532,260,1.39,SKU-K7596D4H,2023-05-02,Yes,No,Lifetime,SUP-8850,sale|trending|bestseller
896,Quinoa Organic 500g,Grocery & Gourmet,Pepsico,88.31,50.56,11.5,3.1,6307,6403,186,1.5,SKU-ZQ1FZXFC,2022-08-10,Yes,Yes,1 Year,SUP-9150,trending
897,Ghee Grass-Fed 500g,Grocery & Gourmet,Patanjali,2280.28,1369.69,17.1,4.1,495,6955,214,21.75,SKU-AMVOV4OY,2022-01-17,Yes,No,,SUP-9079,organic|sale|wireless
